cod_mod,anexo,codlocal,cen_edu,dir_cen,niv_mod,nivel,nivel2,nivel3,ges_dep,gestion,codgeo,codooii,area_censo,area,region,dpto,prov,dist,dre_ugel,region_e,Docentes_hombres,Docentes_mujeres,Docentes_nombrados,Docentes_contratados,Docentes_25_menos_años,Docentes_2635_años,Docentes_3645_años,Docentes_4655_años,Docentes_5665_años,Docentes_66_a_mas_años,Docentes_con_titulo,Docentes_sin_titulo,Docentes_total
376400,0,230044,339 ESTELITA,AVENIDA CIRCUNVALACION S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,5,4,1,0,2,0,3,0,0,5,0,5
382929,0,230001,203 MARIA AUXILIADORA,JIRON ARICA 225,A2,1.Inicial,1.Inicial,BASICA,A4,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,9,5,4,0,2,4,3,0,0,9,0,9
624346,0,230015,237,CALLE LAS VIOLETAS S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,6,5,1,0,0,0,4,2,0,6,0,6
624353,0,230039,244,CALLE LAS TANGERINAS S/N,A3,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,8,5,3,0,0,4,2,2,0,8,0,8
936021,0,230020,240,SAN CARLOS,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,4,4,0,0,2,0,2,0,0,4,0,4
1319854,0,542328,903,LA ESPERANZA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,3,2,1,0,0,1,2,0,0,3,0,3
1546985,0,231114,30879,CARRETERA MARIGINAL KM 14,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1547215,0,629963,MERATSE,ALTO YURINAKI S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,2,0,2,0,0,2,0,0,0,0,2,2
1662725,0,230138,30754 VIRGEN DEL CARMEN,AVENIDA OSWALDO MAYOR S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,5,5,0,0,0,3,2,0,0,5,0,5
1679109,0,763230,1405,PARQUE MIRAFLORES PAMPA WHALEY,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,0,1,0,0,0,1,0,0,1,0,1
1679133,0,763268,1408,SAN JUAN DE MIRAFLORES,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,3,3,0,0,0,2,1,0,0,3,0,3
1706456,0,230181,30860,CALLE QUEBRADA SANTA ROSA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1706464,0,230360,31303,SANTO DOMINGO DE GUZMAN - VAQUERIA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1709773,0,791266,1421,CALLE BELLAVISTA S/N AA.HH.,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,0,1,0,0,0,1,0,0,1,0,1
1709781,0,791271,1422,CARRETERA CENTRAL KM 14,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1709799,0,791285,1423,RAYMONDI,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,2,1,1,0,0,0,0,2,0,2,0,2
364885,0,230355,31194,SAN JOSE DE RIO DOLORES,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
365973,0,230553,64441,ALTO YURINAKI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,2,2,1,3,1,1,1,1,0,0,3,1,4
369124,0,230176,30859,QUIMIRI SUR,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
369132,0,230181,30860,CALLE QUEBRADA SANTA ROSA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
369181,0,230204,SAN JUAN,RIO PENEDO ALIANZA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
369231,0,230237,30871,PALMA PAMPA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
369249,0,230242,30872,PUEBLO PARDO,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,1,1,1,0,0,1,1,0,0,2,0,2
369298,0,230261,30877,CALLE VISTA ALEGRE HUATZIROKI S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
369314,0,231114,30879,CARRETERA MARIGINAL KM 14,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,2,3,0,0,0,1,0,2,0,3,0,3
369504,0,230280,30899,CALLE GENERAL SAN MARTIN S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,1,0,0,0,1,0,1
369637,0,230303,30913,RIO COLORADO,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,0,1,0,0,1,0,0,0,1,0,1
369652,0,230317,30915,RIO BLANCO,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,0,1,0,0,1,0,0,0,1,0,1
369710,0,230336,30921 ANTONIO RAIMONDI,CALLE CENTRAL VILLA DORADA S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
369728,0,230341,30922,CARRETERA CENTRAL - PUENTE QUIMIRI S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
375485,0,230360,31303,SANTO DOMINGO DE GUZMAN - VAQUERIA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,1,2,0,0,0,0,2,0,0,2,0,2
375493,0,230379,31304,PAMPA AMERICANA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,0,1,0,0,0,0,1,0,1,0,1
375501,0,230384,31305 TUPAC AMARU,CALLE LAS MANDARINAS S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,8,20,24,4,1,1,2,9,15,0,24,4,28
375964,0,230505,31717,A 3 KM DE LA MARGINAL A LA ROMILDA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
378117,0,230124,30752 JERONIMO JIMENEZ,JIRON AYACUCHO S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,13,19,26,6,0,5,5,11,11,0,31,1,32
378125,0,230077,MARIA AUXILIADORA,CALLE SAN CARLOS S/N,B0,2.Primaria,2.Primaria,BASICA,A4,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,8,5,4,0,1,3,1,4,0,9,0,9
378133,0,230138,30754 VIRGEN DEL CARMEN,AVENIDA OSWALDO MAYOR S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,9,7,3,0,0,0,4,6,0,10,0,10
378158,0,230143,30757,VILLA DORADA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
378216,0,230157,30764 CAPELITO,AVENIDA LA CIRCUNVACION S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,8,18,23,3,0,0,5,11,10,0,26,0,26
479386,0,230398,31343,SAN JOSE ALTO VAQUERIA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,0,1,0,0,0,1,0,0,1,0,1
520148,0,230435,31479,CALLE PORVENIR MIRAFLORES S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
554782,0,230402,31400,CARRETERA MARGINAL DESVIO S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
558239,0,230421,31460,CALLE RIO TORO ALTO S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
567370,0,230096,30125,SANTA TERESA DE RIO BLANCO,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
567404,0,230100,30340,SAN JERONIMO,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,0,1,0,0,0,1,0,0,1,0,1
590000,0,230119,30488,LA AURORA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
599084,0,230459,31576,CALLE MARGINAL DESVIO A VISTA ALEGRE S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,0,1,0,0,0,1,0,0,1,0,1
624395,0,230483,31691,RIO PERLA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
659284,0,230464,31617,CHIRIYACU QUIMIRI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
667915,0,230478,31648,UNIVERSAL BAJO HUATZIROKI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
691816,0,230497,31692,UNION PAMPA HERMOSA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
936328,0,230058,NUESTRA SEÑORA DE LAS MERCEDES,JIRON JOSE DE SAN MARTIN S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,5,5,9,1,0,1,0,6,3,0,10,0,10
936773,0,230534,31961,FERNANDO BELAUNDE TERRRI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,2,2,0,0,0,0,0,2,0,2,0,2
1100627,0,230510,31211,SAN JUAN DE GARIBALDI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1212778,0,504755,31299,SAN LUIS ALTO,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
1438738,0,580669,30864-1,SANTA ISABEL DE ALTO PENEDO,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
373142,0,230567,JOAQUIN CAPELO,CALLE LOS CAUCHOS S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,36,41,48,29,0,9,24,25,19,0,77,0,77
599175,0,230058,NUESTRA SEÑORA DE LAS MERCEDES,JIRON JOSE DE SAN MARTIN S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,13,20,13,20,0,11,13,6,3,0,31,2,33
692814,0,230077,MARIA AUXILIADORA,CALLE SAN CARLOS S/N,F0,3.Secundaria,3.Secundaria,BASICA,A4,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,4,13,7,10,1,2,6,4,4,0,15,2,17
937136,0,230082,POLITECNICO SELVA CENTRAL,AVENIDA CESAR VALLEJO S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120301,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,18,22,19,21,1,6,10,15,8,0,38,2,40
1779776,0,230204,SAN JUAN,RIO PENEDO ALIANZA,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,5,0,0,5,0,1,1,0,2,1,5,0,5
1779784,0,231114,30879,CARRETERA MARIGINAL KM 14,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,5,0,0,5,0,0,1,2,0,2,4,1,5
1798396,0,230553,64441,ALTO YURINAKI,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120301,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,1,0,0,0,0,1,0,1
814723,0,647090,LA MERCED,AVENIDA LOS PIONEROS 1250,T0,7.Superior no universitaria,8.Tecnológica,SNU,A1,1.Pública,120301,120000,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,CHANCHAMAYO,DRE JUNÍN,DRE JUNIN,7,14,8,13,0,7,1,5,8,0,17,4,21
376491,0,230893,349,AVENIDA MALECON S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,7,6,1,0,2,4,1,0,0,7,0,7
569400,0,231939,447,BAJO ALDEA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,2,1,1,0,1,0,0,1,0,2,0,2
588848,0,232608,387,CARRETERA KIVINAKI S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,3,3,0,0,1,2,0,0,0,3,0,3
598920,0,230807,245,AVENIDA 28 DE JULIO S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,2,1,1,0,0,0,1,1,0,2,0,2
624783,0,232123,248,JIRON MAURICIO S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,3,2,1,0,1,1,0,1,0,3,0,3
691725,0,230826,267,CALLE PRIMERO DE MAYO - PUERTO YURINAKI S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,4,3,1,0,0,3,1,0,0,4,0,4
713222,0,230831,272,CALLE RICARDO PALMA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,3,2,1,0,0,2,0,1,0,3,0,3
713255,0,230845,273,CENTRO LA LIBERTAD TOTERANI,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
713289,0,230850,277,CARRETERA MARGINAL KM 9,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,4,4,0,0,1,2,0,1,0,4,0,4
738765,0,230869,280,PLAZA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,1,0,0,0,0,1,0,1
786012,0,232509,PUCHARINI,CARRETERA MARGINAL KM 53 S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,3,1,2,0,0,1,2,0,0,3,0,3
935999,0,232302,31261,AVENIDA LA ESPERANZA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,1,0,1,0,0,1,0,0,0,1,0,1
936542,0,232571,288,VIRGEN DE COCHARCAS,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,3,3,0,0,1,0,2,0,0,3,0,3
936575,0,231944,290,AVENIDA 8 DE SETIEMBRE S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,3,2,1,0,1,0,2,0,0,3,0,3
936633,0,232613,655,CALLE LOS INGENIEROS S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,3,3,0,0,0,3,0,0,0,3,0,3
1036292,0,230874,440,CALLE MARISCAL CASTILLA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,2,2,0,0,0,1,1,0,0,2,0,2
1103969,0,648966,733,TERCER MILENIO,A3,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,7,4,3,0,2,4,0,1,0,7,0,7
1216910,0,504779,762,JIRON JOSE OLAYA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,4,3,1,0,0,2,1,1,0,4,0,4
1319870,0,565843,905,ZONA PATRIA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,2,2,0,0,1,0,1,0,0,2,0,2
1319888,0,423820,906,AVENIDA MIRAFLORES S/N MZ A LOTE 5-6,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,5,4,1,0,1,3,1,0,0,4,1,5
1319912,0,647354,910,SANTA ANA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,3,2,1,0,0,2,1,0,0,3,0,3
1319961,0,423071,908,JIRON NUEVA PRIMAVERA 908,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,3,2,1,0,1,0,2,0,0,3,0,3
1388776,0,611246,938 LAS GOLONDRINAS,HUACAMAYO,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,2,0,2,0,1,1,0,0,0,2,0,2
1399047,0,554255,912,HERMANAS PAUCAR,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,3,3,0,0,0,1,2,0,0,3,0,3
