cod_mod,anexo,codlocal,cen_edu,dir_cen,niv_mod,nivel,nivel2,nivel3,ges_dep,gestion,codgeo,codooii,area_censo,area,region,dpto,prov,dist,dre_ugel,region_e,Docentes_hombres,Docentes_mujeres,Docentes_nombrados,Docentes_contratados,Docentes_25_menos_años,Docentes_2635_años,Docentes_3645_años,Docentes_4655_años,Docentes_5665_años,Docentes_66_a_mas_años,Docentes_con_titulo,Docentes_sin_titulo,Docentes_total
1385475,0,835755,30001-187,JIRON TRIUNFADORES DE LA LIBERTAD,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,1,3,3,1,0,0,3,1,0,0,4,0,4
1388792,0,544214,30001-188,CARRETERA SAN JUAN DE MIRAFLORES,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1412055,0,562887,SAGRADA FAMILIA,VIRGEN DE COCHARCAS,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,1,3,3,1,0,0,2,1,1,0,4,0,4
1434117,0,647231,31063,VILLA VISTA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,1,2,0,0,0,1,1,0,0,2,0,2
1434380,0,647288,31064,NACIENTE RIO KIVINAKI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,1,0,0,0,1,0,1
1434414,0,647311,31066,SAN MIGUEL DE ALTO PUCHARINI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,1,0,2,0,1,0,1,0,0,1,1,2
1434422,0,647325,31065,SANTA TERESA ALTO ICHIROKI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
1434471,0,647392,30001-189,ALTO GRAN PLAYA,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
1434505,0,526333,31992-1,SAN CARLOS DE UBIRIKI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
1459593,0,590102,30001-218,NUEVO HORIZONTE,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
1515949,0,609088,30543-01,BAJO CHIRANI,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1532043,0,621293,30001-243,CORAZON DE JESUS,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,0,3,3,0,0,0,0,1,2,0,3,0,3
1568484,0,643290,NUEVO PORVENIR,NUEVO PORVENIR,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,0,2,1,1,0,0,2,0,0,0,2,0,2
1771104,0,842039,31538-1,SANTA ROSA DE ALTO UBIRIKI S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,1,1,1,0,0,1,0,1,0,2,0,2
369264,0,230973,LA FLORIDA,AVENIDA 28 DE JULIO S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,5,3,7,1,0,2,1,3,2,0,8,0,8
373290,0,230906,PERENE,JIRON LOS CAFETOS PAMPA SILVA S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,22,26,32,16,0,2,21,16,9,0,47,1,48
567438,0,230063,JORGE BASADRE,JIRON LOS OROPELES S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,5,3,6,2,0,1,1,3,3,0,7,1,8
569335,0,647085,LOS ANGELES DE UBIRIKI,AVENIDA DOS DE AGOSTO S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,7,1,5,3,0,1,5,2,0,0,7,1,8
580175,0,230930,PUERTO YURINAKI,CALLE CHANCHAMAYO S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,7,8,10,5,0,5,3,5,1,1,11,4,15
580621,0,231958,SAN FERNANDO,CARRETERA MARIGINAL KM 58,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,8,10,8,10,1,6,4,7,0,0,16,2,18
599191,0,231897,MARISCAL CACERES,CALLE MARISCAL CACERES S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,4,4,4,1,2,4,1,0,0,8,0,8
624866,0,230925,LA LIBERTAD,CALLE LA LIBERTAD TOTERANI S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,5,3,4,4,0,4,0,4,0,0,6,2,8
713479,0,230968,JOSE GALVEZ BARRENECHEA,CALLE JOSE GALVEZ S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,7,1,4,4,0,0,4,2,2,0,7,1,8
738799,0,232509,PUCHARINI,CARRETERA MARGINAL KM 53 S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,13,9,9,13,0,3,8,9,2,0,22,0,22
738971,0,231977,VICTOR RAUL HAYA DE LA TORRE,PARQUE PLAZA PRINCIPAL,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,4,4,4,4,0,2,3,2,1,0,8,0,8
738989,0,231963,LEONCIO PRADO GUTIERREZ,AVENIDA MIRICHARO S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,4,7,5,6,1,1,3,3,3,0,11,0,11
937045,0,840747,SANTA ANA,CALLE SARITA COLONIA S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,19,11,13,17,1,3,14,7,5,0,30,0,30
937102,0,230911,SAN JUAN PERENE,CALLE SAN JUAN PERENE,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,5,3,6,2,0,1,1,6,0,0,6,2,8
937268,0,233684,ANTONIO RAYMONDI,CARRETERA MARGINAL KM-15,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,6,3,6,3,0,2,3,3,1,0,6,3,9
1034867,0,232302,LA ESPERANZA,AVENIDA LA ESPERANZA S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,6,2,3,5,0,2,1,3,2,0,7,1,8
1035013,0,232161,31267 JUAN SHANKI KAMAIROKI,HUACAMAYO,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,4,4,4,4,0,5,2,1,0,0,8,0,8
1100783,0,231699,SANTA ROSA DE TOTERANI,SANTA ROSA DE TOTERANI,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,4,6,2,0,1,3,3,1,0,7,1,8
1103605,0,231623,SAN JOSE,CARRETERA MARGINAL KM 75 S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,2,6,3,5,0,0,3,3,2,0,7,1,8
1103845,0,232335,SAN JOSE,PAMPA AZANGARO,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,5,0,2,3,1,0,1,3,0,0,5,0,5
1213867,0,234259,JOSE OLAYA,JOSE OLAYA,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,5,3,5,3,0,0,4,2,1,1,8,0,8
1214451,0,648971,RICARDO PALMA SORIANO,CALLE LOS INGENIEROS S/N MZ P LOTE 01,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,24,11,24,11,0,2,11,15,7,0,35,0,35
1327329,0,231411,JOSE MARIATEGUI LA CHIRA,SANTA ROSA DE RIO AMARILLO,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,4,6,2,0,1,2,5,0,0,8,0,8
1340876,0,647146,30001-72,AVENIDA LOS OLIVOS MZ Ñ LOTE 02,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,12,3,7,8,0,2,7,5,1,0,15,0,15
1344084,0,231331,31195,ZONA PATRIA,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,4,5,3,0,1,3,3,1,0,8,0,8
1379783,0,231109,30875,PAMPA TIGRE,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,4,5,3,0,0,5,2,1,0,7,1,8
1385384,0,541654,PRINCIPE DE PAZ,PUEBLO LIBRE S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,6,1,4,3,0,3,2,2,0,0,7,0,7
1388743,0,544167,ALTO INCARIADO,CC.NN.ALTO INCARIADO S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,5,3,4,4,0,0,5,3,0,0,7,1,8
1434232,0,230812,31886,AVENIDA TUPAC AMARU,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,12,16,9,19,0,6,10,11,1,0,28,0,28
1434281,0,232236,SANTA ROSA DE CAMONASHARI,SANTA ROSA DE CAMONASHARI,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,3,5,2,0,1,5,1,0,0,6,1,7
1434323,0,232217,31475,SANTA ROSA DE ALTO ZOTANI,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,3,5,3,5,0,4,3,1,0,0,6,2,8
1434349,0,232062,RAMON CASTILLA,CARRETERA MARGINAL KM. 4,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,7,4,2,9,0,3,3,4,1,0,10,1,11
1439074,0,231604,31497,ALTO SAN JUAN,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,3,3,4,2,0,4,0,2,0,0,6,0,6
1586965,0,231920,30001-139,CARRETERA MARGINAL,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,12,6,6,12,0,3,10,4,1,0,16,2,18
1699768,0,782021,FLOVEAL,ALTO LA FLORIDA,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,7,1,4,4,0,3,1,3,1,0,7,1,8
1718220,0,233660,30001-42,JIRON VENUS S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL PICHANAKI,DRE JUNIN,5,5,4,6,0,2,5,3,0,0,10,0,10
1760461,0,231270,30918,GRAN PLAYA NORTE,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,5,3,4,4,0,1,6,1,0,0,6,2,8
1777796,0,846792,SANTA ROSA DE ALTO UBIRIKI,ANEXO SANTA ROSA DE ALTO UBIRIKI S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,2,3,3,1,1,2,2,0,0,4,2,6
1779743,0,231425,31266,PUERTO VICTORIA,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,3,2,0,5,0,2,0,2,0,1,0,5,5
1779750,0,231487,31390,CALLE PLAZA PRINCIPAL - LOS ANGELES TOTERANI S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,4,1,0,5,0,0,1,1,3,0,5,0,5
1779792,0,231576,31494,CARRETERA SAN MIGUEL - CENTRO MARANKI,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,2,3,0,5,0,2,0,1,1,1,5,0,5
1779800,0,231557,31451,CALLE ANEXO CERRO PICAFLOR,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,2,2,1,0,0,0,1,2,0,3,0,3
1798305,0,231755,31852,CARRETERA PUERTO YURINAKI KM 90,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120302,120004,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PERENE,UGEL CHANCHAMAYO,DRE JUNIN,1,0,0,1,0,0,0,1,0,0,1,0,1
1249796,0,583494,PUERTO LIBRE,JIRON ASOCIACION S/N,T0,7.Superior no universitaria,8.Tecnológica,SNU,A1,1.Pública,120302,120000,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PERENE,DRE JUNÍN,DRE JUNIN,16,8,6,18,0,5,5,6,3,5,24,0,24
470385,0,232590,380,CALLE 7 DE JUNIO 1006,A3,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,19,13,6,0,2,9,8,0,0,19,0,19
659177,0,232533,258,SAN ANTONIO DE ZUTZIKI,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
738823,0,232552,279,CALLE LIMA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,3,2,1,0,1,1,1,0,0,3,0,3
738831,0,232566,284,MZ C LOTE 02,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,5,5,0,0,0,3,1,1,0,5,0,5
925297,0,233387,INTERCULTURAL BILINGÜE- IMPITATO CASCADA,CARRETERA IMPITATO - CASCADA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,3,0,3,0,1,1,0,1,0,3,0,3
936484,0,232528,142,JIRON HIPOLITO UNANUE S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,4,3,1,0,0,2,1,1,0,4,0,4
936518,0,232547,276,CALLE 20 DE AGOSTO S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,2,0,0,1,1,0,0,0,2,0,2
936609,0,232585,291,CALLE SAN JOSE ANAPIARI S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,0,2,0,1,1,0,0,0,1,1,2
1100213,0,233636,31364,CARRETERA MARGINAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,1,1,0,0,1,0,1,0,2,0,2
1100254,0,233735,721 SANTA TERESITA,JIRON 1 DE MAYO Y JOSE BALTA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,1,1.Urbana,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,3,3,0,0,0,1,2,0,0,3,0,3
1319904,0,232769,JOSE ANTONIO ENCINAS,SAN JUAN CENTRO AUTIKI,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1319920,0,469851,911,JIRON 16 DE MAYO S/N MZ O LOTE 01,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,2,0,0,2,0,0,0,0,2,0,2
1492800,0,232284,1033,SAN PEDRO DE SHAURIATO,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1492826,0,603982,1036,PRIMAVERA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,2,0,0,0,1,1,0,0,2,0,2
1492834,0,233373,1037,PLAZA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,1,1,0,0,2,0,0,0,2,0,2
1492842,0,233127,POLITECNICO SELVA CENTRAL,AVENIDA 28 DE JULIO S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,3,3,0,0,2,1,0,0,0,3,0,3
1492859,0,233146,31270 RAUL ALIAGA SOTOMAYOR,CUYANI,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,1,1,2,0,0,1,0,1,0,0,2,0,2
1492883,0,604019,1046,UNION SHIMASHIRO,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1518620,0,544191,1040,CARRETERA YARONI S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,0,1,0,0,1,0,0,0,0,1,1
1531276,0,233165,31350,CENTRO KIVIRIANI,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,3,2,1,0,2,1,0,0,0,3,0,3
1531284,0,233245,31484,PAMPA JULIAN,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,0,1,0,0,1,0,0,0,0,1,1
1531292,0,233330,ORLANDO CARDENAS MUJE,CARRETERA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,1,1,0,0,1,1,0,0,2,0,2
1531300,0,233655,NUEVA ESPERANZA,NUEVA ESPERANZA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,1,1,0,1,0,1,0,0,2,0,2
1534734,0,623414,2106,UNION SANTA ROSA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1534742,0,623428,2109,PUERTO HUACHIRIKI,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1537570,0,624871,BELEN ANAPIARI,CALLE BELEN ANAPIARI S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,2,0,0,2,0,0,0,0,2,0,2
1543198,0,233453,30233,CALLE PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,2,2,0,0,0,1,1,0,0,2,0,2
1574300,0,647556,2108,CARRETERA PAMPA CAMONA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,0,1,0,0,1,0,0,0,1,0,1
1583954,0,655513,2116,CARRETERA COLONIA HUANCA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1583962,0,655527,2117,CARRETERA BOCA DEL IPOKI PARTE BAJA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120303,120011,2,2.Rural,1200,JUNIN,CHANCHAMAYO,PICHANAQUI,UGEL PICHANAKI,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
