ugel;distrito;provincia;departamento;Nivel/ Modalidad;nª _II.EE;total_alumnos;cant_alumn_hombres;cant_alumn_mujeres;num_secciones;num_docentes;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31246;1;6;3;3;1;4;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31247;1;7;1;6;1;3;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31285;1;9;5;4;1;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31319;1;2;2;0;1;2;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31331;1;6;5;1;1;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31342;1;15;3;12;2;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31382;1;10;5;5;1;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31413;1;10;7;3;1;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31429;1;7;4;3;1;4;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31483;1;9;5;4;1;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31511 LORENZO ALCALA POMALAZA;1;454;221;233;25;19;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31535 MARIA LOURDES RAMIREZ ARCOS;1;14;9;5;2;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31550;1;3;1;2;1;3;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31553;1;55;31;24;6;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31556;1;4;2;2;1;4;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31560;1;18;8;10;1;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31561;1;4;1;3;1;4;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31940;1;52;29;23;6;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;9 DE JULIO;1;311;188;123;18;15;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;ABC PRISMA;1;107;53;54;12;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;AMAUTA;1;42;20;22;4;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;ANDRES AVELINO CACERES DORREGARAY;1;52;32;20;4;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;EBENEZER;1;78;45;33;6;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;FRANCISCANA PADRE PIO SAROBE;1;141;74;67;11;8;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;HEROINAS TOLEDO;1;492;223;269;20;16;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;JOSE MARIA ARGUEDAS;1;27;15;12;2;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;MAX PLANCK;1;71;30;41;10;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;NUESTRA SEÑORA DE MONTSERRAT;1;4;3;1;2;2;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;PRISMA;1;100;57;43;7;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAGRADA FAMILIA;1;115;64;51;6;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SMART SCHOOL;1;88;38;50;8;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;Secundaria;39;4951;2327;2624;509;275;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;30325 JESUS CASTILLO ZAMUDIO;1;95;47;48;9;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;30342;1;65;35;30;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;30364;1;33;17;16;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;31511 LORENZO ALCALA POMALAZA;1;425;224;201;33;15;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;9 DE JULIO;1;644;441;203;36;22;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;ABC PRISMA;1;123;67;56;12;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;AGROPECUARIO 111;1;170;90;80;12;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;AGROPECUARIO DE HUANUCO;1;48;25;23;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;APU INCA;1;153;69;84;17;9;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;AYCHANA;1;32;17;15;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;BADOPAMPA;1;83;33;50;9;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;CPED - 30576;1;15;6;9;6;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;EDGARDO RIVERA MARTINEZ;1;42;22;20;9;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;FRANCISCANA PADRE PIO SAROBE;1;185;89;96;21;9;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;FRANCISCO BOLOGNESI;1;41;21;20;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;HEROINAS TOLEDO;1;602;228;374;42;20;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;HILARIO MENDOZA G.;1;126;69;57;17;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;JESUS DE NAZARETH;1;63;31;32;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;JORGE CHAVEZ DARTNELL;1;85;49;36;9;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;JOSE CARLOS MARIATEGUI;1;41;26;15;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;JOSE MARIA ARGUEDAS;1;80;56;24;10;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;MANUEL GONZALES PRADA;1;131;62;69;12;8;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;MARISCAL CACERES;1;87;39;48;10;6;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;MAX PLANCK;1;88;54;34;17;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;MIGUEL GRAU SEMINARIO;1;73;38;35;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;NUESTRA SEÑORA DE MONTSERRAT;1;8;6;2;5;4;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;PRISMA;1;79;46;33;10;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;PUNCO;1;53;27;26;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;RAMON CASTILLA;1;32;17;15;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAGRADO CORAZON DE JESUS;1;485;0;485;30;18;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAN ANTONIO;1;60;31;29;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAN ANTONIO DE PADUA;1;143;67;76;18;8;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAN FRANCISCO DE ASIS;2;198;103;95;23;14;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAN ISIDRO;1;126;67;59;23;10;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAN JUAN;1;59;26;33;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SAN MARTIN DE PORRES;1;57;31;26;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;SEÑOR DE LA ASCENCION;1;60;22;38;8;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;UYO;1;61;29;32;7;5;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;Técnico Productiva;1;73;13;60;5;4;
UGEL CONCEPCION;CONCEPCION;CONCEPCION;JUNIN;CONCEPCION;1;73;13;60;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Básica Alternativa-Avanzado;33;1849;993;856;226;196;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30093 ENRIQUE ROSADO ZARATE;1;27;15;12;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ANDRENELLY;1;14;8;6;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ANDRES BELLO;1;16;8;8;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;BERTOLT BRECHT;1;1;1;0;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CARLOS NORIEGA;1;81;39;42;11;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CRL. EP JUAN VALER SANDOVAL;1;109;48;61;7;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;DANTE ALIGHIERI;1;20;13;7;4;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;INGENIERIA INTERNACIONAL;1;7;2;5;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;INTERSYS - NB;1;7;2;5;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JAVIER PRADO UGARTECHE;1;79;41;38;5;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JHON DEWEY;1;33;18;15;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JOSE CARLOS MARIATEGUI;2;213;122;91;21;11;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;LA CANTUTA;1;5;4;1;2;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;LUIS AGUILAR ROMANI;1;109;48;61;7;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MARCELINO CHAMPAIGNE;1;60;32;28;5;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MARIA INMACULADA;1;165;90;75;16;12;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MARISCAL CASTILLA;1;138;61;77;18;12;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NASA S.A.;1;67;36;31;11;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PACIFICO;1;34;14;20;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PERUANO DANES;1;28;13;15;1;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;POLITECNICO REGIONAL DEL CENTRO;1;266;189;77;28;19;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRESIDENT SCHOOL;1;5;3;2;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN IGNACIO DE LOYOLA;1;16;8;8;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN JUAN BAUTISTA;1;111;60;51;5;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN PEDRO;1;7;2;5;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA ISABEL;1;119;56;63;11;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SEÑOR DE LOS MILAGROS;1;28;16;12;7;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SEÑORA DE GUADALUPE;1;15;10;5;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SIMON BOLIVAR;1;24;12;12;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION LATINO;1;13;6;7;6;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VIRGEN DEL PILAR;1;7;2;5;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;WALTER PEÑALOZA;1;25;14;11;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Básica Alternativa-Inicial e Intermedio;22;399;124;275;65;92;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30093 ENRIQUE ROSADO ZARATE;1;2;1;1;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;BERTOLT BRECHT;1;1;1;0;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CARLOS NORIEGA;1;23;11;12;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CRL. EP JUAN VALER SANDOVAL;1;25;9;16;1;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JAVIER PRADO UGARTECHE;1;16;8;8;3;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JHON DEWEY;1;3;2;1;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JOSE CARLOS MARIATEGUI;1;19;2;17;3;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;LA CANTUTA;1;7;3;4;4;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MARCELINO CHAMPAIGNE;1;13;7;6;3;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MARIA INMACULADA;1;20;12;8;3;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NASA S.A.;1;23;14;9;2;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PACIFICO;1;10;6;4;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;POLITECNICO REGIONAL DEL CENTRO;1;16;2;14;2;7;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRESIDENT SCHOOL;1;3;1;2;3;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;RICARDO MENENDEZ MENENDEZ;1;51;14;37;5;9;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAGRADO CORAZON DE JESUS;1;81;12;69;6;9;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN IGNACIO DE LOYOLA;1;4;2;2;2;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN JUAN BAUTISTA;1;10;5;5;2;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA ISABEL;1;57;7;50;8;7;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SEÑOR DE LOS MILAGROS;1;6;3;3;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VIRGEN DEL PILAR;1;8;2;6;4;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;WALTER PEÑALOZA;1;1;0;1;2;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Básica Especial;3;245;130;115;23;25;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRITE CHILCA;1;75;40;35;8;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRITE DIVINA MISERICORDIA;1;113;61;52;8;9;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRITE SAN JOSE;1;57;29;28;7;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Básica Especial-Inicial;2;44;32;12;9;7;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;POLIVALENTE;1;24;18;6;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SEÑOR DE LOS MILAGROS;1;20;14;6;5;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Básica Especial-Primaria;2;124;87;37;19;14;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;POLIVALENTE;1;79;55;24;12;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SEÑOR DE LOS MILAGROS;1;45;32;13;7;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Inicial - Cuna-jardín;29;1697;856;841;128;126;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;255 MI PEQUEÑO MUNDO;1;280;130;150;14;11;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;342;1;93;51;42;7;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;372;1;263;133;130;17;15;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;416;1;45;28;17;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;465;1;280;130;150;14;11;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ALBERT EINSTEIN KIDS;1;17;7;10;4;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ANGELES DE MARIA;1;74;33;41;6;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;AYUDAME A CRECER;1;38;20;18;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CARRUSEL;1;23;13;10;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CRAYOLITAS DE JESUS;1;60;32;28;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CRISTO REINA;1;20;11;9;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;DIVINO NIÑO JESUS;1;35;22;13;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;EDUCART COLLEGE;1;15;9;6;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;GENIUS KIDS;1;17;7;10;4;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;INSTITUTO PERUANO DE SEGURIDAD SOCIAL;1;20;12;8;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;LA CASITA DE LOS CHIQUITINES;1;44;26;18;5;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;LOUIS PASTEUR;1;7;6;1;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MAKARENKO SCHOOL;1;8;2;6;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MI MUNDO MAGICO;1;20;12;8;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MY FIRST STEPS;1;35;22;13;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PEQUEÑOS CIENTIFICOS;1;25;13;12;4;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PERU PACIFICO KIDS;1;71;36;35;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA MARIA DE GUADALUPE;1;15;9;6;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA ROSA;1;15;6;9;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTISIMA VIRGEN DEL CARMEN;1;26;11;15;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TIEMPO DE CRECER;1;9;2;7;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TRISQUEL;1;6;4;2;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNICORNIO;1;75;38;37;3;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION INTERNACIONAL;1;61;31;30;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Inicial - Jardín;552;25366;12823;12543;1633;1900;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1101;1;102;54;48;3;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1102;1;8;2;6;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1103;1;95;55;40;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1105;1;17;6;11;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1106;1;6;1;5;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1107;1;6;5;1;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1108;1;18;7;11;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1109;1;16;11;5;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1110;1;184;92;92;9;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1111;1;42;23;19;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1112;1;48;24;24;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1113;1;13;3;10;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1117;1;8;7;1;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1118;1;63;33;30;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1119 ENMA RODRIGUEZ RODRIGUEZ;1;27;18;9;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1120;1;31;17;14;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1121;1;37;18;19;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1122;1;6;5;1;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1123;1;80;39;41;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1124;1;19;12;7;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1126;1;35;16;19;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1127;1;40;15;25;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1128;1;37;18;19;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1129;1;51;25;26;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1131;1;66;36;30;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1132;1;39;23;16;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1133;1;5;4;1;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1134;1;27;12;15;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1135;1;22;9;13;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1136;1;6;5;1;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1137;1;32;14;18;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1138;1;12;5;7;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1139 BICENTENARIO DEL PERU;1;3;0;3;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;1140;1;21;12;9;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;162;1;109;56;53;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;165;1;9;2;7;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;166;1;8;5;3;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;22 DE ABRIL;1;23;15;8;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;252;1;143;70;73;6;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;253;1;292;136;156;13;12;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;254 OLIMPIA SANCHEZ MORENO;1;391;198;193;16;15;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;256 ELIZABETH REVALO AMPUERO;1;90;47;43;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;300;1;481;236;245;20;18;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30005 SAN FRANCISCO DE ASIS;1;74;35;39;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30006 ANA MAYER;1;66;28;38;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30009 VIRGEN DE GUADALUPE;1;170;87;83;7;7;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30011 VIRGEN DEL CARMEN;1;100;57;43;6;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30012 VICTOR ALBERTO GIL MALLMA;1;199;107;92;9;9;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30020;1;65;39;26;4;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30022;1;7;1;6;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30023;1;20;9;11;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30024 VIRGEN DE FATIMA;1;144;78;66;6;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30025;1;62;37;25;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30027;1;125;64;61;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30034;1;95;44;51;4;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30035;1;24;10;14;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30040;1;4;0;4;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30050;1;9;2;7;1;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30057 MARIA DE FATIMA;1;209;101;108;8;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30095 VICENTE SAMANIEGO VIVAS;1;14;8;6;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;301;1;178;83;95;7;7;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30117 SAN JUAN BAUTISTA;1;138;65;73;6;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30118 RAMIRO PRIALE;1;66;36;30;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30124 SAN FRANCISCO DE ASIS;1;61;29;32;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30127 SAN FRANCISCO DE ASIS;1;130;68;62;6;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30128;1;127;73;54;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30129 MICAELA BASTIDAS;1;94;45;49;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30136;1;4;2;2;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30152 LA MEDALLA MILAGROSA;1;73;29;44;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30153 MARIA N. SALAZAR AGUILAR;1;82;44;38;3;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;30168;1;100;53;47;6;4;
