cod_mod,Nombre,gestion,dsc_nivel,Edad,TotalEstudiantes,Mujer,Hombre,Peruanos,Venezolanos,Extranjeros,TipoDiscaIntegrada,Aprobado,Desaprobado,Retirado,Matriculado
738989,LEONCIO PRADO GUTIERREZ,Pública de gestión directa,Secundaria,13,32,14,18,32,0,0,Ninguna,29,3,0,0
738989,LEONCIO PRADO GUTIERREZ,Pública de gestión directa,Secundaria,14,42,17,25,42,0,0,Ninguna,40,2,0,0
738989,LEONCIO PRADO GUTIERREZ,Pública de gestión directa,Secundaria,15,32,13,19,32,0,0,Ninguna,30,2,0,0
738989,LEONCIO PRADO GUTIERREZ,Pública de gestión directa,Secundaria,16,29,13,16,29,0,0,Ninguna,24,5,0,0
738989,LEONCIO PRADO GUTIERREZ,Pública de gestión directa,Secundaria,16,1,0,1,1,0,0,Intelectual,1,0,0,0
738989,LEONCIO PRADO GUTIERREZ,Pública de gestión directa,Secundaria,17,4,2,2,4,0,0,Ninguna,1,3,0,0
738989,LEONCIO PRADO GUTIERREZ,Pública de gestión directa,Secundaria,18,5,4,1,5,0,0,Ninguna,3,2,0,0
738997,30944,Pública de gestión directa,Primaria,6,5,2,3,5,0,0,Ninguna,5,0,0,0
738997,30944,Pública de gestión directa,Primaria,7,2,1,1,2,0,0,Ninguna,2,0,0,0
738997,30944,Pública de gestión directa,Primaria,8,6,4,2,6,0,0,Ninguna,6,0,0,0
738997,30944,Pública de gestión directa,Primaria,9,1,1,0,1,0,0,Ninguna,1,0,0,0
738997,30944,Pública de gestión directa,Primaria,10,2,0,2,2,0,0,Ninguna,2,0,0,0
738997,30944,Pública de gestión directa,Primaria,11,1,1,0,1,0,0,Ninguna,1,0,0,0
738997,30944,Pública de gestión directa,Primaria,11,1,1,0,1,0,0,Multidiscapacidad,1,0,0,0
739011,31897,Pública de gestión directa,Primaria,6,4,1,3,4,0,0,Ninguna,4,0,0,0
739011,31897,Pública de gestión directa,Primaria,7,6,4,2,6,0,0,Ninguna,6,0,0,0
739011,31897,Pública de gestión directa,Primaria,8,7,4,3,7,0,0,Ninguna,7,0,0,0
739011,31897,Pública de gestión directa,Primaria,9,6,3,3,6,0,0,Ninguna,6,0,0,0
739011,31897,Pública de gestión directa,Primaria,10,10,5,5,10,0,0,Ninguna,10,0,0,0
739011,31897,Pública de gestión directa,Primaria,11,8,6,2,8,0,0,Ninguna,8,0,0,0
739011,31897,Pública de gestión directa,Primaria,14,2,1,1,2,0,0,Ninguna,2,0,0,0
739029,31898,Pública de gestión directa,Primaria,6,2,1,1,2,0,0,Ninguna,2,0,0,0
739029,31898,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,Ninguna,1,0,0,0
739029,31898,Pública de gestión directa,Primaria,8,3,1,2,3,0,0,Ninguna,3,0,0,0
739029,31898,Pública de gestión directa,Primaria,9,4,2,2,4,0,0,Ninguna,3,0,0,0
739029,31898,Pública de gestión directa,Primaria,11,2,2,0,2,0,0,Ninguna,2,0,0,0
739037,31899,Pública de gestión directa,Primaria,6,6,3,3,6,0,0,Ninguna,6,0,0,0
739037,31899,Pública de gestión directa,Primaria,6,1,1,0,1,0,0,Intelectual_leve,1,0,0,0
739037,31899,Pública de gestión directa,Primaria,7,5,2,3,5,0,0,Ninguna,4,1,0,0
739037,31899,Pública de gestión directa,Primaria,8,10,4,6,10,0,0,Ninguna,9,1,0,0
739037,31899,Pública de gestión directa,Primaria,9,3,1,2,3,0,0,Ninguna,3,0,0,0
739037,31899,Pública de gestión directa,Primaria,10,5,2,3,5,0,0,Ninguna,5,0,0,0
739037,31899,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,Fisica,1,0,0,0
739037,31899,Pública de gestión directa,Primaria,11,5,4,1,5,0,0,Ninguna,5,0,0,0
739037,31899,Pública de gestión directa,Primaria,12,3,1,2,3,0,0,Ninguna,3,0,0,0
739060,31903,Pública de gestión directa,Primaria,6,2,1,1,2,0,0,Ninguna,2,0,0,0
739060,31903,Pública de gestión directa,Primaria,7,1,1,0,1,0,0,Ninguna,1,0,0,0
739060,31903,Pública de gestión directa,Primaria,8,2,1,1,2,0,0,Ninguna,2,0,0,0
739060,31903,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
739060,31903,Pública de gestión directa,Primaria,10,2,0,2,2,0,0,Ninguna,2,0,0,0
739060,31903,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,Sin especificacion,1,0,0,0
739060,31903,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
739086,30841,Pública de gestión directa,Primaria,6,6,2,4,6,0,0,Ninguna,5,0,1,0
739086,30841,Pública de gestión directa,Primaria,7,10,2,8,10,0,0,Ninguna,5,4,1,0
739086,30841,Pública de gestión directa,Primaria,8,6,1,5,6,0,0,Ninguna,4,1,1,0
739086,30841,Pública de gestión directa,Primaria,9,8,5,3,8,0,0,Ninguna,5,2,1,0
739086,30841,Pública de gestión directa,Primaria,10,7,3,4,7,0,0,Ninguna,4,1,2,0
739086,30841,Pública de gestión directa,Primaria,11,4,1,3,4,0,0,Ninguna,1,1,2,0
739086,30841,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Intelectual,1,0,0,0
739086,30841,Pública de gestión directa,Primaria,14,2,2,0,2,0,0,Ninguna,2,0,0,0
739094,31911,Pública de gestión directa,Primaria,7,3,0,3,3,0,0,Ninguna,3,0,0,0
739094,31911,Pública de gestión directa,Primaria,9,1,1,0,1,0,0,Ninguna,1,0,0,0
739094,31911,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
739094,31911,Pública de gestión directa,Primaria,12,2,0,2,2,0,0,Ninguna,2,0,0,0
739128,31914,Pública de gestión directa,Primaria,6,14,8,6,14,0,0,Ninguna,14,0,0,0
739128,31914,Pública de gestión directa,Primaria,7,16,9,7,16,0,0,Ninguna,16,0,0,0
739128,31914,Pública de gestión directa,Primaria,8,15,5,10,15,0,0,Ninguna,15,0,0,0
739128,31914,Pública de gestión directa,Primaria,9,16,6,10,16,0,0,Ninguna,15,1,0,0
739128,31914,Pública de gestión directa,Primaria,10,10,7,3,10,0,0,Ninguna,10,0,0,0
739128,31914,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,TEA,1,0,0,0
739128,31914,Pública de gestión directa,Primaria,11,5,1,4,5,0,0,Ninguna,5,0,0,0
739128,31914,Pública de gestión directa,Primaria,12,4,2,2,4,0,0,Ninguna,4,0,0,0
739144,31916,Pública de gestión directa,Primaria,7,2,1,1,2,0,0,Ninguna,2,0,0,0
739144,31916,Pública de gestión directa,Primaria,8,2,1,1,2,0,0,Ninguna,2,0,0,0
739144,31916,Pública de gestión directa,Primaria,9,1,1,0,1,0,0,Ninguna,1,0,0,0
739144,31916,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,Ninguna,1,0,0,0
739144,31916,Pública de gestión directa,Primaria,11,1,1,0,1,0,0,Ninguna,0,1,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,12,25,9,16,25,0,0,Ninguna,25,0,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,13,12,6,6,12,0,0,Ninguna,11,1,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,14,42,19,23,42,0,0,Ninguna,38,4,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,15,39,16,23,39,0,0,Ninguna,28,11,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,16,56,25,31,56,0,0,Ninguna,35,21,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,17,21,13,8,21,0,0,Ninguna,9,12,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,18,29,11,18,29,0,0,Ninguna,4,25,0,0
739151,DANIEL ALCIDES CARRION,Pública de gestión directa,Secundaria,18,1,1,0,1,0,0,Multidiscapacidad,1,0,0,0
739177,278,Pública de gestión directa,Inicial - Jardín,3,9,1,8,9,0,0,Ninguna,9,0,0,0
739177,278,Pública de gestión directa,Inicial - Jardín,4,17,9,8,17,0,0,Ninguna,17,0,0,0
739177,278,Pública de gestión directa,Inicial - Jardín,4,1,1,0,1,0,0,Intelectual_Severo,1,0,0,0
739177,278,Pública de gestión directa,Inicial - Jardín,5,19,11,8,19,0,0,Ninguna,19,0,0,0
739177,278,Pública de gestión directa,Inicial - Jardín,5,1,0,1,1,0,0,Otra discapacidad/condicion,1,0,0,0
739185,BILINGÜE ALIPIO PONCE VASQUEZ,Pública de gestión directa,Inicial - Jardín,3,20,9,11,20,0,0,Ninguna,20,0,0,0
739185,BILINGÜE ALIPIO PONCE VASQUEZ,Pública de gestión directa,Inicial - Jardín,4,26,16,10,26,0,0,Ninguna,26,0,0,0
739185,BILINGÜE ALIPIO PONCE VASQUEZ,Pública de gestión directa,Inicial - Jardín,5,14,5,9,14,0,0,Ninguna,14,0,0,0
739193,30844,Pública de gestión directa,Primaria,6,1,0,1,1,0,0,Ninguna,1,0,0,0
739193,30844,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,Ninguna,1,0,0,0
739193,30844,Pública de gestión directa,Primaria,8,3,3,0,3,0,0,Ninguna,3,0,0,0
739193,30844,Pública de gestión directa,Primaria,9,3,1,2,3,0,0,Ninguna,3,0,0,0
739193,30844,Pública de gestión directa,Primaria,10,3,2,1,3,0,0,Ninguna,3,0,0,0
739227,30936,Pública de gestión directa,Primaria,6,8,1,7,8,0,0,Ninguna,8,0,0,0
739227,30936,Pública de gestión directa,Primaria,7,10,5,5,10,0,0,Ninguna,7,2,1,0
739227,30936,Pública de gestión directa,Primaria,8,16,7,9,16,0,0,Ninguna,9,4,3,0
739227,30936,Pública de gestión directa,Primaria,9,19,9,10,19,0,0,Ninguna,14,4,1,0
739227,30936,Pública de gestión directa,Primaria,9,1,1,0,1,0,0,Fisica,1,0,0,0
739227,30936,Pública de gestión directa,Primaria,10,10,2,8,10,0,0,Ninguna,9,0,1,0
739227,30936,Pública de gestión directa,Primaria,11,10,3,7,10,0,0,Ninguna,7,2,1,0
739227,30936,Pública de gestión directa,Primaria,12,3,2,1,3,0,0,Ninguna,2,0,1,0
739227,30936,Pública de gestión directa,Primaria,13,2,1,1,2,0,0,Ninguna,0,0,2,0
739227,30936,Pública de gestión directa,Primaria,15,1,0,1,1,0,0,Ninguna,0,0,1,0
739227,30936,Pública de gestión directa,Primaria,17,1,1,0,1,0,0,Ninguna,0,0,1,0
739235,30937,Pública de gestión directa,Primaria,6,2,1,1,2,0,0,Ninguna,2,0,0,0
739235,30937,Pública de gestión directa,Primaria,7,3,1,2,3,0,0,Ninguna,3,0,0,0
739235,30937,Pública de gestión directa,Primaria,8,1,1,0,1,0,0,Ninguna,1,0,0,0
739235,30937,Pública de gestión directa,Primaria,9,3,2,1,3,0,0,Ninguna,3,0,0,0
739235,30937,Pública de gestión directa,Primaria,10,1,1,0,1,0,0,Ninguna,1,0,0,0
739235,30937,Pública de gestión directa,Primaria,11,2,1,1,2,0,0,Ninguna,2,0,0,0
748681,510,Pública de gestión directa,Inicial - Jardín,4,9,3,6,9,0,0,Ninguna,8,0,1,0
748681,510,Pública de gestión directa,Inicial - Jardín,5,3,2,1,3,0,0,Ninguna,3,0,0,0
748699,539,Pública de gestión directa,Inicial - Jardín,3,1,0,1,1,0,0,Ninguna,1,0,0,0
748699,539,Pública de gestión directa,Inicial - Jardín,4,2,0,2,2,0,0,Ninguna,2,0,0,0
748715,548 JESUS DE BELEN,Pública de gestión directa,Inicial - Jardín,3,17,6,11,17,0,0,Ninguna,17,0,0,0
748715,548 JESUS DE BELEN,Pública de gestión directa,Inicial - Jardín,4,11,4,7,11,0,0,Ninguna,11,0,0,0
748715,548 JESUS DE BELEN,Pública de gestión directa,Inicial - Jardín,5,11,6,5,11,0,0,Ninguna,11,0,0,0
748723,31588,Pública de gestión directa,Primaria,6,1,0,1,1,0,0,Ninguna,1,0,0,0
748723,31588,Pública de gestión directa,Primaria,7,2,1,1,2,0,0,Ninguna,2,0,0,0
748723,31588,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
748723,31588,Pública de gestión directa,Primaria,10,2,2,0,2,0,0,Ninguna,2,0,0,0
748764,508,Pública de gestión directa,Inicial - Jardín,3,6,1,5,6,0,0,Ninguna,6,0,0,0
748764,508,Pública de gestión directa,Inicial - Jardín,4,13,4,9,13,0,0,Ninguna,13,0,0,0
748764,508,Pública de gestión directa,Inicial - Jardín,5,9,6,3,9,0,0,Ninguna,9,0,0,0
748772,509,Pública de gestión directa,Inicial - Jardín,3,8,3,5,8,0,0,Ninguna,8,0,0,0
748772,509,Pública de gestión directa,Inicial - Jardín,4,8,1,7,8,0,0,Ninguna,8,0,0,0
748772,509,Pública de gestión directa,Inicial - Jardín,5,10,5,5,10,0,0,Ninguna,10,0,0,0
748798,31586,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,Ninguna,1,0,0,0
748798,31586,Pública de gestión directa,Primaria,8,2,1,1,2,0,0,Ninguna,2,0,0,0
748798,31586,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
748798,31586,Pública de gestión directa,Primaria,10,2,1,1,2,0,0,Ninguna,2,0,0,0
748798,31586,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
748806,31587,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,Ninguna,1,0,0,0
748814,31598,Pública de gestión directa,Primaria,6,1,1,0,1,0,0,Ninguna,1,0,0,0
748814,31598,Pública de gestión directa,Primaria,7,2,2,0,2,0,0,Ninguna,2,0,0,0
748814,31598,Pública de gestión directa,Primaria,8,3,1,2,3,0,0,Ninguna,3,0,0,0
748814,31598,Pública de gestión directa,Primaria,9,1,1,0,1,0,0,Ninguna,1,0,0,0
748814,31598,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,Ninguna,1,0,0,0
748814,31598,Pública de gestión directa,Primaria,11,3,2,1,3,0,0,Ninguna,3,0,0,0
748822,31901,Pública de gestión directa,Primaria,8,1,0,1,1,0,0,Ninguna,1,0,0,0
748822,31901,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
748822,31901,Pública de gestión directa,Primaria,11,1,1,0,1,0,0,Ninguna,1,0,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,12,11,7,4,10,0,1,Ninguna,11,0,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,13,21,15,6,21,0,0,Ninguna,20,1,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,14,18,6,12,18,0,0,Ninguna,16,2,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,15,17,9,8,17,0,0,Ninguna,13,4,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,15,1,1,0,1,0,0,Intelectual,1,0,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,16,16,9,7,16,0,0,Ninguna,14,2,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,17,1,0,1,1,0,0,Ninguna,1,0,0,0
748830,SANTA ELENA,Pública de gestión directa,Secundaria,18,2,2,0,2,0,0,Ninguna,0,2,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,12,20,9,11,20,0,0,Ninguna,20,0,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,13,15,6,9,15,0,0,Ninguna,15,0,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,13,1,1,0,1,0,0,Intelectual,1,0,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,14,16,10,6,16,0,0,Ninguna,15,1,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,15,27,10,17,27,0,0,Ninguna,25,2,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,16,16,9,7,16,0,0,Ninguna,15,1,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,16,1,0,1,1,0,0,Fisica,1,0,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,17,4,2,2,4,0,0,Ninguna,4,0,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,18,8,2,6,8,0,0,Ninguna,3,5,0,0
748848,SANTA CRUZ,Pública de gestión directa,Secundaria,18,3,3,0,3,0,0,Intelectual,2,1,0,0
748855,MANUEL A. ODRIA,Pública de gestión directa,Secundaria,12,9,2,7,9,0,0,Ninguna,9,0,0,0
748855,MANUEL A. ODRIA,Pública de gestión directa,Secundaria,13,7,3,4,7,0,0,Ninguna,7,0,0,0
748855,MANUEL A. ODRIA,Pública de gestión directa,Secundaria,14,8,3,5,8,0,0,Ninguna,7,1,0,0
748855,MANUEL A. ODRIA,Pública de gestión directa,Secundaria,15,10,6,4,10,0,0,Ninguna,8,2,0,0
748855,MANUEL A. ODRIA,Pública de gestión directa,Secundaria,15,1,1,0,1,0,0,Visual,1,0,0,0
748855,MANUEL A. ODRIA,Pública de gestión directa,Secundaria,16,3,2,1,3,0,0,Ninguna,3,0,0,0
748855,MANUEL A. ODRIA,Pública de gestión directa,Secundaria,17,3,3,0,3,0,0,Ninguna,3,0,0,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,12,15,7,8,14,1,0,Ninguna,14,1,0,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,13,13,1,12,12,1,0,Ninguna,11,2,0,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,14,24,6,18,24,0,0,Ninguna,20,4,0,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,14,1,0,1,1,0,0,Intelectual,1,0,0,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,15,31,6,25,30,1,0,Ninguna,23,5,3,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,15,3,0,3,3,0,0,Intelectual,3,0,0,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,16,36,10,26,35,0,1,Ninguna,27,8,1,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,16,1,1,0,1,0,0,Intelectual,0,1,0,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,17,10,2,8,10,0,0,Ninguna,5,4,1,0
748863,30703 JOSE GUILLERMO OTERO,Pública de gestión directa,Secundaria,18,9,2,7,9,0,0,Ninguna,1,0,8,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,12,5,3,2,5,0,0,Ninguna,5,0,0,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,14,6,2,4,6,0,0,Ninguna,5,0,0,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,15,8,4,4,8,0,0,Ninguna,8,0,0,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,16,7,0,7,7,0,0,Ninguna,6,0,0,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,17,2,2,0,2,0,0,Ninguna,1,1,0,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,17,1,0,1,1,0,0,Intelectual,1,0,0,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,18,3,3,0,3,0,0,Ninguna,0,2,0,0
748871,JULIO C. TELLO,Pública de gestión directa,Secundaria,18,1,1,0,1,0,0,Otra discapacidad/condicion,0,1,0,0
748897,515,Pública de gestión directa,Inicial - Jardín,3,2,0,2,2,0,0,Ninguna,2,0,0,0
748897,515,Pública de gestión directa,Inicial - Jardín,4,3,1,2,3,0,0,Ninguna,3,0,0,0
748897,515,Pública de gestión directa,Inicial - Jardín,5,8,3,5,8,0,0,Ninguna,8,0,0,0
748921,31597 HORACIO ZEVALLOS GAMEZ,Pública de gestión directa,Primaria,6,5,3,2,5,0,0,Ninguna,5,0,0,0
748921,31597 HORACIO ZEVALLOS GAMEZ,Pública de gestión directa,Primaria,7,4,1,3,4,0,0,Ninguna,4,0,0,0
748921,31597 HORACIO ZEVALLOS GAMEZ,Pública de gestión directa,Primaria,8,2,2,0,2,0,0,Ninguna,2,0,0,0
748921,31597 HORACIO ZEVALLOS GAMEZ,Pública de gestión directa,Primaria,8,1,1,0,1,0,0,Multidiscapacidad,1,0,0,0
748921,31597 HORACIO ZEVALLOS GAMEZ,Pública de gestión directa,Primaria,9,3,1,2,3,0,0,Ninguna,3,0,0,0
748921,31597 HORACIO ZEVALLOS GAMEZ,Pública de gestión directa,Primaria,10,5,2,3,5,0,0,Ninguna,5,0,0,0
748921,31597 HORACIO ZEVALLOS GAMEZ,Pública de gestión directa,Primaria,11,3,2,1,3,0,0,Ninguna,3,0,0,0
748939,LEONCIO QUISPE,Pública de gestión directa,Secundaria,12,5,2,3,5,0,0,Ninguna,5,0,0,0
748939,LEONCIO QUISPE,Pública de gestión directa,Secundaria,13,3,0,3,3,0,0,Ninguna,3,0,0,0
748939,LEONCIO QUISPE,Pública de gestión directa,Secundaria,14,5,4,1,5,0,0,Ninguna,5,0,0,0
748939,LEONCIO QUISPE,Pública de gestión directa,Secundaria,15,12,5,7,12,0,0,Ninguna,11,0,0,0
748939,LEONCIO QUISPE,Pública de gestión directa,Secundaria,15,1,0,1,1,0,0,Fisica,1,0,0,0
748939,LEONCIO QUISPE,Pública de gestión directa,Secundaria,16,6,5,1,6,0,0,Ninguna,6,0,0,0
748939,LEONCIO QUISPE,Pública de gestión directa,Secundaria,17,1,0,1,1,0,0,Ninguna,1,0,0,0
748947,JAVIER HERAUD,Pública de gestión directa,Secundaria,12,4,1,3,4,0,0,Ninguna,4,0,0,0
748947,JAVIER HERAUD,Pública de gestión directa,Secundaria,13,12,6,6,12,0,0,Ninguna,12,0,0,0
748947,JAVIER HERAUD,Pública de gestión directa,Secundaria,14,17,7,10,17,0,0,Ninguna,17,0,0,0
748947,JAVIER HERAUD,Pública de gestión directa,Secundaria,14,1,1,0,1,0,0,Visual,1,0,0,0
748947,JAVIER HERAUD,Pública de gestión directa,Secundaria,15,12,5,7,12,0,0,Ninguna,12,0,0,0
748947,JAVIER HERAUD,Pública de gestión directa,Secundaria,16,8,5,3,8,0,0,Ninguna,8,0,0,0
748947,JAVIER HERAUD,Pública de gestión directa,Secundaria,17,2,0,2,2,0,0,Ninguna,2,0,0,0
748954,JUAN MANUEL SALGUERO PIZARRO,Pública de gestión directa,Secundaria,12,3,1,2,3,0,0,Ninguna,3,0,0,0
748954,JUAN MANUEL SALGUERO PIZARRO,Pública de gestión directa,Secundaria,13,3,0,3,3,0,0,Ninguna,3,0,0,0
748954,JUAN MANUEL SALGUERO PIZARRO,Pública de gestión directa,Secundaria,14,10,5,5,10,0,0,Ninguna,10,0,0,0
748954,JUAN MANUEL SALGUERO PIZARRO,Pública de gestión directa,Secundaria,15,12,2,10,12,0,0,Ninguna,10,2,0,0
748954,JUAN MANUEL SALGUERO PIZARRO,Pública de gestión directa,Secundaria,16,8,4,4,8,0,0,Ninguna,8,0,0,0
748954,JUAN MANUEL SALGUERO PIZARRO,Pública de gestión directa,Secundaria,17,3,0,3,3,0,0,Ninguna,3,0,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,12,41,20,21,40,0,1,Ninguna,41,0,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,12,1,1,0,1,0,0,Visual,1,0,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,13,54,19,35,54,0,0,Ninguna,53,1,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,14,39,23,16,39,0,0,Ninguna,38,1,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,14,1,0,1,1,0,0,Otra discapacidad/condicion,1,0,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,15,34,11,23,34,0,0,Ninguna,32,2,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,16,38,20,18,38,0,0,Ninguna,38,0,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,17,3,1,2,3,0,0,Ninguna,3,0,0,0
748962,PNP CAP. ALIPIO PONCE VASQUEZ,Pública de gestión directa,Secundaria,18,2,1,1,2,0,0,Ninguna,2,0,0,0
748970,536 SEMILLITAS DEL ROSARIO,Pública de gestión directa,Inicial - Jardín,3,5,1,4,5,0,0,Ninguna,5,0,0,0
748970,536 SEMILLITAS DEL ROSARIO,Pública de gestión directa,Inicial - Jardín,4,7,4,3,7,0,0,Ninguna,7,0,0,0
748970,536 SEMILLITAS DEL ROSARIO,Pública de gestión directa,Inicial - Jardín,5,2,2,0,2,0,0,Ninguna,2,0,0,0
749036,SAN FRANCISCO JAVIER,Pública de gestión directa,Secundaria,12,15,5,10,15,0,0,Ninguna,14,1,0,0
749036,SAN FRANCISCO JAVIER,Pública de gestión directa,Secundaria,13,6,3,3,6,0,0,Ninguna,6,0,0,0
749036,SAN FRANCISCO JAVIER,Pública de gestión directa,Secundaria,14,20,8,12,20,0,0,Ninguna,20,0,0,0
749036,SAN FRANCISCO JAVIER,Pública de gestión directa,Secundaria,15,12,4,8,12,0,0,Ninguna,11,1,0,0
749036,SAN FRANCISCO JAVIER,Pública de gestión directa,Secundaria,16,12,7,5,12,0,0,Ninguna,10,2,0,0
749036,SAN FRANCISCO JAVIER,Pública de gestión directa,Secundaria,17,3,1,2,3,0,0,Ninguna,3,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,12,14,6,8,14,0,0,Ninguna,14,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,12,1,0,1,1,0,0,Intelectual_Moderado,1,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,13,13,4,9,13,0,0,Ninguna,13,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,14,15,5,10,15,0,0,Ninguna,12,0,3,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,15,20,9,11,20,0,0,Ninguna,19,0,1,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,15,1,0,1,1,0,0,Fisica,1,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,15,1,1,0,1,0,0,Intelectual_leve,1,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,15,1,0,1,1,0,0,Otra discapacidad/condicion,1,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,16,18,12,6,18,0,0,Ninguna,16,1,1,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,16,1,1,0,1,0,0,Intelectual,1,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,17,1,1,0,1,0,0,Intelectual_Moderado,1,0,0,0
749044,HATUN XAUXA,Pública de gestión directa,Secundaria,18,1,0,1,1,0,0,Intelectual,1,0,0,0
758185,472 MARIA DE GUADALUPE,Pública de gestión directa,Inicial - Jardín,3,5,4,1,5,0,0,Ninguna,5,0,0,0
758185,472 MARIA DE GUADALUPE,Pública de gestión directa,Inicial - Jardín,4,7,3,4,7,0,0,Ninguna,7,0,0,0
758185,472 MARIA DE GUADALUPE,Pública de gestión directa,Inicial - Jardín,5,11,5,6,11,0,0,Ninguna,11,0,0,0
758227,DANIEL ALCIDES CARRION,Pública de gestión directa,Inicial - Jardín,3,23,13,10,21,0,2,Ninguna,23,0,0,0
758227,DANIEL ALCIDES CARRION,Pública de gestión directa,Inicial - Jardín,3,1,0,1,1,0,0,Sin especificacion,1,0,0,0
