cod_mod,Nombre,gestion,dsc_nivel,Edad,TotalEstudiantes,Mujer,Hombre,Peruanos,Venezolanos,Extranjeros,TipoDiscaIntegrada,Aprobado,Desaprobado,Retirado,Matriculado
215004,30566 ALEJANDRO RUFINO ESPINOZA LEON,Pública de gestión directa,Primaria,6,2,0,2,2,0,0,Ninguna,2,0,0,0
215004,30566 ALEJANDRO RUFINO ESPINOZA LEON,Pública de gestión directa,Primaria,7,3,1,2,3,0,0,Ninguna,2,1,0,0
215004,30566 ALEJANDRO RUFINO ESPINOZA LEON,Pública de gestión directa,Primaria,8,2,1,1,2,0,0,Ninguna,2,0,0,0
215004,30566 ALEJANDRO RUFINO ESPINOZA LEON,Pública de gestión directa,Primaria,9,2,1,1,2,0,0,Ninguna,2,0,0,0
215004,30566 ALEJANDRO RUFINO ESPINOZA LEON,Pública de gestión directa,Primaria,10,4,3,1,4,0,0,Ninguna,4,0,0,0
215004,30566 ALEJANDRO RUFINO ESPINOZA LEON,Pública de gestión directa,Primaria,11,2,1,1,2,0,0,Ninguna,2,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,6,22,11,11,22,0,0,Ninguna,22,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,7,13,8,5,13,0,0,Ninguna,13,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,7,1,1,0,1,0,0,Intelectual_Moderado,1,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,8,9,4,5,9,0,0,Ninguna,9,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,9,20,9,11,20,0,0,Ninguna,20,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,10,12,5,7,12,0,0,Ninguna,10,2,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,11,15,6,9,15,0,0,Ninguna,15,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Intelectual,1,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,12,1,0,1,1,0,0,Ninguna,1,0,0,0
215012,30533 JOSE CELESTINO HUATUCO DAVILA,Pública de gestión directa,Primaria,15,1,0,1,1,0,0,Ninguna,1,0,0,0
215020,30534 SANTISIMA VIRGEN DE LAS MERCEDES,Pública de gestión directa,Primaria,6,3,2,1,3,0,0,Ninguna,2,0,1,0
215020,30534 SANTISIMA VIRGEN DE LAS MERCEDES,Pública de gestión directa,Primaria,7,3,1,2,3,0,0,Ninguna,2,1,0,0
215020,30534 SANTISIMA VIRGEN DE LAS MERCEDES,Pública de gestión directa,Primaria,9,3,2,1,3,0,0,Ninguna,1,2,0,0
215020,30534 SANTISIMA VIRGEN DE LAS MERCEDES,Pública de gestión directa,Primaria,10,2,1,1,2,0,0,Ninguna,2,0,0,0
215020,30534 SANTISIMA VIRGEN DE LAS MERCEDES,Pública de gestión directa,Primaria,11,2,1,1,2,0,0,Ninguna,2,0,0,0
215020,30534 SANTISIMA VIRGEN DE LAS MERCEDES,Pública de gestión directa,Primaria,12,1,0,1,1,0,0,Ninguna,1,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,6,12,6,6,12,0,0,Ninguna,12,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,7,13,3,10,13,0,0,Ninguna,13,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,8,11,4,7,11,0,0,Ninguna,11,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,9,11,5,6,11,0,0,Ninguna,11,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,9,1,1,0,1,0,0,Intelectual,1,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,10,17,8,9,17,0,0,Ninguna,17,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,11,11,6,5,11,0,0,Ninguna,11,0,0,0
215038,30535 FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Primaria,12,1,1,0,1,0,0,Ninguna,1,0,0,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,6,20,9,11,20,0,0,Ninguna,20,0,0,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,7,23,10,13,23,0,0,Ninguna,22,0,1,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,8,18,7,11,18,0,0,Ninguna,16,2,0,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,8,1,0,1,1,0,0,Intelectual_Moderado,1,0,0,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,9,18,8,10,18,0,0,Ninguna,15,3,0,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,TEA,1,0,0,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,10,13,3,10,13,0,0,Ninguna,12,1,0,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,11,24,8,16,24,0,0,Ninguna,21,1,2,0
215053,HATUN XAUXA,Pública de gestión directa,Primaria,12,4,3,1,4,0,0,Ninguna,3,0,1,0
215079,30467 BLAS FILOMENO RIVERA FABIAN,Pública de gestión directa,Primaria,6,1,1,0,1,0,0,Ninguna,1,0,0,0
215079,30467 BLAS FILOMENO RIVERA FABIAN,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,Ninguna,1,0,0,0
215079,30467 BLAS FILOMENO RIVERA FABIAN,Pública de gestión directa,Primaria,8,1,0,1,1,0,0,Ninguna,1,0,0,0
215079,30467 BLAS FILOMENO RIVERA FABIAN,Pública de gestión directa,Primaria,11,1,1,0,1,0,0,Ninguna,1,0,0,0
215087,30468 ANDRES AVELINO CACERES D.,Pública de gestión directa,Primaria,7,2,1,1,2,0,0,Ninguna,2,0,0,0
215087,30468 ANDRES AVELINO CACERES D.,Pública de gestión directa,Primaria,8,1,0,1,1,0,0,Ninguna,1,0,0,0
215087,30468 ANDRES AVELINO CACERES D.,Pública de gestión directa,Primaria,9,2,0,2,2,0,0,Ninguna,2,0,0,0
215087,30468 ANDRES AVELINO CACERES D.,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Intelectual_Moderado,1,0,0,0
215087,30468 ANDRES AVELINO CACERES D.,Pública de gestión directa,Primaria,10,4,1,3,4,0,0,Ninguna,4,0,0,0
215087,30468 ANDRES AVELINO CACERES D.,Pública de gestión directa,Primaria,11,4,3,1,4,0,0,Ninguna,4,0,0,0
215103,30443 FRANCISCO MERCADO ALANYA,Pública de gestión directa,Primaria,6,3,2,1,3,0,0,Ninguna,3,0,0,0
215103,30443 FRANCISCO MERCADO ALANYA,Pública de gestión directa,Primaria,7,2,1,1,2,0,0,Ninguna,2,0,0,0
215103,30443 FRANCISCO MERCADO ALANYA,Pública de gestión directa,Primaria,8,3,2,1,3,0,0,Ninguna,3,0,0,0
215103,30443 FRANCISCO MERCADO ALANYA,Pública de gestión directa,Primaria,9,3,2,1,3,0,0,Ninguna,3,0,0,0
215103,30443 FRANCISCO MERCADO ALANYA,Pública de gestión directa,Primaria,10,5,4,1,5,0,0,Ninguna,5,0,0,0
215103,30443 FRANCISCO MERCADO ALANYA,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
215103,30443 FRANCISCO MERCADO ALANYA,Pública de gestión directa,Primaria,12,1,1,0,1,0,0,Ninguna,1,0,0,0
215111,30425 EMILIO PONCE DELGADO,Pública de gestión directa,Primaria,6,1,1,0,1,0,0,Ninguna,1,0,0,0
215111,30425 EMILIO PONCE DELGADO,Pública de gestión directa,Primaria,7,4,3,1,4,0,0,Ninguna,4,0,0,0
215111,30425 EMILIO PONCE DELGADO,Pública de gestión directa,Primaria,8,2,0,2,2,0,0,Ninguna,2,0,0,0
215111,30425 EMILIO PONCE DELGADO,Pública de gestión directa,Primaria,9,2,1,1,2,0,0,Ninguna,2,0,0,0
215111,30425 EMILIO PONCE DELGADO,Pública de gestión directa,Primaria,10,5,4,1,5,0,0,Ninguna,5,0,0,0
215111,30425 EMILIO PONCE DELGADO,Pública de gestión directa,Primaria,11,4,2,2,4,0,0,Ninguna,4,0,0,0
215137,30427 LAZARO ESPINOZA CARHUANCHO,Pública de gestión directa,Primaria,8,2,2,0,2,0,0,Ninguna,1,1,0,0
215137,30427 LAZARO ESPINOZA CARHUANCHO,Pública de gestión directa,Primaria,9,2,1,1,2,0,0,Ninguna,1,1,0,0
215137,30427 LAZARO ESPINOZA CARHUANCHO,Pública de gestión directa,Primaria,10,2,1,1,2,0,0,Ninguna,2,0,0,0
215137,30427 LAZARO ESPINOZA CARHUANCHO,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
215137,30427 LAZARO ESPINOZA CARHUANCHO,Pública de gestión directa,Primaria,12,1,0,1,1,0,0,Ninguna,1,0,0,0
215160,338 HUELLITAS FRANCISCANAS,Pública de gestión directa,Inicial - Cuna-Jardín,1,4,4,0,4,0,0,Ninguna,4,0,0,0
215160,338 HUELLITAS FRANCISCANAS,Pública de gestión directa,Inicial - Cuna-Jardín,2,31,15,16,31,0,0,Ninguna,31,0,0,0
215160,338 HUELLITAS FRANCISCANAS,Pública de gestión directa,Inicial - Cuna-Jardín,2,1,0,1,1,0,0,Sin especificacion,1,0,0,0
215160,338 HUELLITAS FRANCISCANAS,Pública de gestión directa,Inicial - Cuna-Jardín,3,32,11,21,32,0,0,Ninguna,32,0,0,0
215160,338 HUELLITAS FRANCISCANAS,Pública de gestión directa,Inicial - Cuna-Jardín,4,18,11,7,18,0,0,Ninguna,18,0,0,0
215160,338 HUELLITAS FRANCISCANAS,Pública de gestión directa,Inicial - Cuna-Jardín,5,23,12,11,23,0,0,Ninguna,23,0,0,0
215178,353 MADRE TERESA DE CALCUTA,Pública de gestión directa,Inicial - Jardín,3,9,2,7,9,0,0,Ninguna,9,0,0,0
215178,353 MADRE TERESA DE CALCUTA,Pública de gestión directa,Inicial - Jardín,4,14,6,8,14,0,0,Ninguna,14,0,0,0
215178,353 MADRE TERESA DE CALCUTA,Pública de gestión directa,Inicial - Jardín,5,10,4,6,10,0,0,Ninguna,10,0,0,0
217208,30421 PEDRO DAVILA CALDERON,Pública de gestión directa,Primaria,8,2,1,1,2,0,0,Ninguna,2,0,0,0
217208,30421 PEDRO DAVILA CALDERON,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
217208,30421 PEDRO DAVILA CALDERON,Pública de gestión directa,Primaria,10,2,1,1,2,0,0,Ninguna,2,0,0,0
217208,30421 PEDRO DAVILA CALDERON,Pública de gestión directa,Primaria,11,2,0,2,2,0,0,Ninguna,2,0,0,0
217208,30421 PEDRO DAVILA CALDERON,Pública de gestión directa,Primaria,13,1,0,1,1,0,0,Ninguna,1,0,0,0
217216,30423 SANTISIMA CRUZ DE MAYO,Pública de gestión directa,Primaria,8,1,1,0,1,0,0,Ninguna,1,0,0,0
217216,30423 SANTISIMA CRUZ DE MAYO,Pública de gestión directa,Primaria,10,2,1,1,2,0,0,Ninguna,2,0,0,0
217257,JAVIER HERAUD,Pública de gestión directa,Primaria,6,7,2,5,7,0,0,Ninguna,7,0,0,0
217257,JAVIER HERAUD,Pública de gestión directa,Primaria,7,8,3,5,8,0,0,Ninguna,8,0,0,0
217257,JAVIER HERAUD,Pública de gestión directa,Primaria,8,5,1,4,5,0,0,Ninguna,5,0,0,0
217257,JAVIER HERAUD,Pública de gestión directa,Primaria,9,7,5,2,7,0,0,Ninguna,7,0,0,0
217257,JAVIER HERAUD,Pública de gestión directa,Primaria,10,8,5,3,8,0,0,Ninguna,8,0,0,0
217257,JAVIER HERAUD,Pública de gestión directa,Primaria,11,8,3,5,8,0,0,Ninguna,8,0,0,0
217323,30773,Pública de gestión directa,Primaria,7,3,3,0,3,0,0,Ninguna,2,1,0,0
217323,30773,Pública de gestión directa,Primaria,8,1,1,0,1,0,0,Ninguna,1,0,0,0
217323,30773,Pública de gestión directa,Primaria,9,2,1,1,2,0,0,Ninguna,2,0,0,0
217323,30773,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,Ninguna,1,0,0,0
217323,30773,Pública de gestión directa,Primaria,11,2,1,1,2,0,0,Ninguna,2,0,0,0
217331,30787,Pública de gestión directa,Primaria,9,1,1,0,1,0,0,Ninguna,1,0,0,0
217331,30787,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,6,5,2,3,4,0,1,Ninguna,5,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,7,2,1,1,2,0,0,Ninguna,2,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,8,12,3,9,11,0,1,Ninguna,12,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,9,10,4,6,10,0,0,Ninguna,10,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,10,10,5,5,10,0,0,Ninguna,10,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,11,4,2,2,4,0,0,Ninguna,4,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Multidiscapacidad,1,0,0,0
364455,31146 JOSE ANTONIO ENCINAS,Pública de gestión directa,Primaria,12,2,0,2,2,0,0,Ninguna,1,1,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,6,38,19,19,38,0,0,Ninguna,38,0,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,7,39,18,21,39,0,0,Ninguna,37,2,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,8,24,12,12,24,0,0,Ninguna,24,0,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,9,41,21,20,41,0,0,Ninguna,41,0,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,10,38,19,19,38,0,0,Ninguna,38,0,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,Intelectual_leve,0,0,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,11,28,11,17,28,0,0,Ninguna,28,0,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,TEA,1,0,0,0
364463,31147 ANTONIO RAIMONDI,Pública de gestión directa,Primaria,12,4,3,1,4,0,0,Ninguna,4,0,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,6,15,10,5,15,0,0,Ninguna,15,0,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,7,25,11,14,25,0,0,Ninguna,24,1,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,8,33,12,21,33,0,0,Ninguna,33,0,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,9,18,11,7,18,0,0,Ninguna,18,0,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,10,26,12,14,26,0,0,Ninguna,26,0,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,11,31,15,16,31,0,0,Ninguna,31,0,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,11,1,1,0,1,0,0,Otra discapacidad/condicion,1,0,0,0
364471,31148 MANUEL SCORZA,Pública de gestión directa,Primaria,12,3,1,2,3,0,0,Ninguna,3,0,0,0
364489,31149,Pública de gestión directa,Primaria,6,1,0,1,1,0,0,Ninguna,1,0,0,0
364489,31149,Pública de gestión directa,Primaria,7,8,5,3,8,0,0,Ninguna,8,0,0,0
364489,31149,Pública de gestión directa,Primaria,8,8,4,4,8,0,0,Ninguna,8,0,0,0
364489,31149,Pública de gestión directa,Primaria,9,4,3,1,4,0,0,Ninguna,4,0,0,0
364489,31149,Pública de gestión directa,Primaria,10,5,1,4,5,0,0,Ninguna,5,0,0,0
364489,31149,Pública de gestión directa,Primaria,11,5,0,5,5,0,0,Ninguna,5,0,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,6,1,0,1,1,0,0,Ninguna,1,0,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,7,6,4,2,5,1,0,Ninguna,5,1,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,8,6,4,2,5,0,1,Ninguna,6,0,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,9,6,3,3,5,1,0,Ninguna,6,0,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Intelectual,1,0,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,10,7,2,5,7,0,0,Ninguna,7,0,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,11,6,5,1,6,0,0,Ninguna,6,0,0,0
364505,31151 DANIEL A. CARRION,Pública de gestión directa,Primaria,14,1,1,0,1,0,0,Fisica,1,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,6,24,12,12,24,0,0,Ninguna,24,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,6,1,1,0,1,0,0,Otra discapacidad/condicion,1,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,7,29,13,16,29,0,0,Ninguna,29,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,8,24,14,10,24,0,0,Ninguna,24,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,8,1,0,1,1,0,0,Visual_baja_vision,1,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,9,19,11,8,19,0,0,Ninguna,19,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Intelectual_Moderado,1,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,9,3,0,3,3,0,0,TEA,3,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,10,35,18,17,35,0,0,Ninguna,35,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,11,32,14,18,32,0,0,Ninguna,32,0,0,0
364513,31152 LEONCIO ASTETE RODRIGUEZ,Pública de gestión directa,Primaria,13,1,0,1,1,0,0,Ninguna,1,0,0,0
364521,31153,Pública de gestión directa,Primaria,6,9,5,4,9,0,0,Ninguna,9,0,0,0
364521,31153,Pública de gestión directa,Primaria,7,18,9,9,18,0,0,Ninguna,17,1,0,0
364521,31153,Pública de gestión directa,Primaria,8,10,5,5,10,0,0,Ninguna,10,0,0,0
364521,31153,Pública de gestión directa,Primaria,9,18,10,8,18,0,0,Ninguna,18,0,0,0
364521,31153,Pública de gestión directa,Primaria,10,13,9,4,13,0,0,Ninguna,13,0,0,0
364521,31153,Pública de gestión directa,Primaria,11,15,6,9,15,0,0,Ninguna,15,0,0,0
364521,31153,Pública de gestión directa,Primaria,12,1,1,0,1,0,0,Ninguna,1,0,0,0
364539,31154 SANTA ROSA DE LIMA,Pública de gestión directa,Primaria,6,7,6,1,7,0,0,Ninguna,7,0,0,0
364539,31154 SANTA ROSA DE LIMA,Pública de gestión directa,Primaria,7,3,2,1,3,0,0,Ninguna,3,0,0,0
364539,31154 SANTA ROSA DE LIMA,Pública de gestión directa,Primaria,8,4,1,3,4,0,0,Ninguna,4,0,0,0
364539,31154 SANTA ROSA DE LIMA,Pública de gestión directa,Primaria,9,6,4,2,6,0,0,Ninguna,6,0,0,0
364539,31154 SANTA ROSA DE LIMA,Pública de gestión directa,Primaria,10,9,5,4,9,0,0,Ninguna,9,0,0,0
364539,31154 SANTA ROSA DE LIMA,Pública de gestión directa,Primaria,11,3,3,0,3,0,0,Ninguna,3,0,0,0
364539,31154 SANTA ROSA DE LIMA,Pública de gestión directa,Primaria,12,1,0,1,1,0,0,Otra discapacidad/condicion,1,0,0,0
364547,GERMAN POMALAZA RIXE,Pública de gestión directa,Primaria,6,24,12,12,24,0,0,Ninguna,24,0,0,0
364547,GERMAN POMALAZA RIXE,Pública de gestión directa,Primaria,7,19,11,8,19,0,0,Ninguna,19,0,0,0
364547,GERMAN POMALAZA RIXE,Pública de gestión directa,Primaria,8,22,12,10,22,0,0,Ninguna,22,0,0,0
364547,GERMAN POMALAZA RIXE,Pública de gestión directa,Primaria,9,17,12,5,17,0,0,Ninguna,17,0,0,0
364547,GERMAN POMALAZA RIXE,Pública de gestión directa,Primaria,10,25,10,15,25,0,0,Ninguna,23,0,0,0
364547,GERMAN POMALAZA RIXE,Pública de gestión directa,Primaria,11,20,12,8,20,0,0,Ninguna,20,0,0,0
364547,GERMAN POMALAZA RIXE,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Intelectual,1,0,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,6,3,1,2,3,0,0,Ninguna,3,0,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,7,5,0,5,5,0,0,Ninguna,4,1,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,8,6,2,4,6,0,0,Ninguna,6,0,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,9,4,1,3,4,0,0,Ninguna,4,0,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Fisica,0,1,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,10,6,5,1,6,0,0,Ninguna,6,0,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,11,5,3,2,5,0,0,Ninguna,5,0,0,0
364554,31158 VIRGEN DE FATIMA,Pública de gestión directa,Primaria,13,1,0,1,1,0,0,Auditiva_hipoacusia,1,0,0,0
364562,31159 HORACIO ZEBALLOS GAMEZ,Pública de gestión directa,Primaria,6,32,18,14,32,0,0,Ninguna,32,0,0,0
364562,31159 HORACIO ZEBALLOS GAMEZ,Pública de gestión directa,Primaria,7,24,12,12,24,0,0,Ninguna,23,0,0,0
364562,31159 HORACIO ZEBALLOS GAMEZ,Pública de gestión directa,Primaria,8,37,22,15,37,0,0,Ninguna,36,1,0,0
364562,31159 HORACIO ZEBALLOS GAMEZ,Pública de gestión directa,Primaria,9,33,12,21,33,0,0,Ninguna,33,0,0,0
364562,31159 HORACIO ZEBALLOS GAMEZ,Pública de gestión directa,Primaria,10,35,23,12,35,0,0,Ninguna,35,0,0,0
364562,31159 HORACIO ZEBALLOS GAMEZ,Pública de gestión directa,Primaria,11,28,8,20,28,0,0,Ninguna,27,1,0,0
364562,31159 HORACIO ZEBALLOS GAMEZ,Pública de gestión directa,Primaria,12,3,1,2,3,0,0,Ninguna,3,0,0,0
364570,31161 8 DE OCTUBRE,Pública de gestión directa,Primaria,6,12,8,4,12,0,0,Ninguna,12,0,0,0
364570,31161 8 DE OCTUBRE,Pública de gestión directa,Primaria,7,19,9,10,19,0,0,Ninguna,16,3,0,0
364570,31161 8 DE OCTUBRE,Pública de gestión directa,Primaria,8,11,7,4,11,0,0,Ninguna,11,0,0,0
364570,31161 8 DE OCTUBRE,Pública de gestión directa,Primaria,9,17,9,8,17,0,0,Ninguna,16,1,0,0
364570,31161 8 DE OCTUBRE,Pública de gestión directa,Primaria,10,11,5,6,11,0,0,Ninguna,10,1,0,0
364570,31161 8 DE OCTUBRE,Pública de gestión directa,Primaria,11,13,5,8,13,0,0,Ninguna,13,0,0,0
364570,31161 8 DE OCTUBRE,Pública de gestión directa,Primaria,12,1,0,1,1,0,0,Ninguna,1,0,0,0
364588,31163,Pública de gestión directa,Primaria,6,2,1,1,2,0,0,Ninguna,2,0,0,0
364588,31163,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,Ninguna,0,1,0,0
364588,31163,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,TEA,0,1,0,0
364588,31163,Pública de gestión directa,Primaria,8,3,2,1,3,0,0,Ninguna,3,0,0,0
364588,31163,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
364588,31163,Pública de gestión directa,Primaria,10,2,1,1,2,0,0,Ninguna,2,0,0,0
364588,31163,Pública de gestión directa,Primaria,11,2,2,0,2,0,0,Ninguna,2,0,0,0
364588,31163,Pública de gestión directa,Primaria,12,1,1,0,1,0,0,Ninguna,1,0,0,0
364596,31164,Pública de gestión directa,Primaria,6,14,6,8,14,0,0,Ninguna,14,0,0,0
364596,31164,Pública de gestión directa,Primaria,7,21,9,12,21,0,0,Ninguna,21,0,0,0
364596,31164,Pública de gestión directa,Primaria,8,11,6,5,11,0,0,Ninguna,11,0,0,0
364596,31164,Pública de gestión directa,Primaria,9,18,10,8,18,0,0,Ninguna,18,0,0,0
364596,31164,Pública de gestión directa,Primaria,10,14,6,8,14,0,0,Ninguna,14,0,0,0
364596,31164,Pública de gestión directa,Primaria,11,16,7,9,16,0,0,Ninguna,16,0,0,0
364604,31166 JAVIER PEREZ DE CUELLAR,Pública de gestión directa,Primaria,6,27,13,14,27,0,0,Ninguna,27,0,0,0
364604,31166 JAVIER PEREZ DE CUELLAR,Pública de gestión directa,Primaria,6,1,0,1,1,0,0,Otra discapacidad/condicion,1,0,0,0
364604,31166 JAVIER PEREZ DE CUELLAR,Pública de gestión directa,Primaria,7,25,9,16,25,0,0,Ninguna,25,0,0,0
364604,31166 JAVIER PEREZ DE CUELLAR,Pública de gestión directa,Primaria,8,31,19,12,31,0,0,Ninguna,31,0,0,0
364604,31166 JAVIER PEREZ DE CUELLAR,Pública de gestión directa,Primaria,9,20,7,13,19,0,1,Ninguna,20,0,0,0
364604,31166 JAVIER PEREZ DE CUELLAR,Pública de gestión directa,Primaria,10,28,15,13,28,0,0,Ninguna,28,0,0,0
364604,31166 JAVIER PEREZ DE CUELLAR,Pública de gestión directa,Primaria,11,30,16,14,30,0,0,Ninguna,30,0,0,0
364620,31168,Pública de gestión directa,Primaria,6,3,2,1,3,0,0,Ninguna,3,0,0,0
364620,31168,Pública de gestión directa,Primaria,7,3,2,1,3,0,0,Ninguna,3,0,0,0
364620,31168,Pública de gestión directa,Primaria,8,2,0,2,2,0,0,Ninguna,2,0,0,0
364620,31168,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
364620,31168,Pública de gestión directa,Primaria,10,1,1,0,1,0,0,Ninguna,0,1,0,0
364620,31168,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
364638,31169,Pública de gestión directa,Primaria,6,1,0,1,1,0,0,Ninguna,1,0,0,0
364638,31169,Pública de gestión directa,Primaria,7,2,0,2,2,0,0,Ninguna,2,0,0,0
364638,31169,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
364661,31172,Pública de gestión directa,Primaria,6,2,1,1,2,0,0,Ninguna,2,0,0,0
364661,31172,Pública de gestión directa,Primaria,7,1,1,0,1,0,0,Ninguna,1,0,0,0
